PROVIDERID,PROVIDERNAME,COMPANYNAME,PROVIDERCOUNTRY,STATUS,PUBLICPRIVATE,SERVICENAME,ENTITY,PROFILE,FACILITIES,ACCEPTSDUOLINGO,ACCEPTSIELTS,ACCEPTSTOEFL,ACCEPTSSAT,ACCEPTSACT,WEBSITEURL,SCHOLARSHIPS,ACCOMMODATION,SPECIALSERVICES,AIRPORTPICKUP,STUDYABROAD,PROVIDERTYPE,GLOBALRANKING,AUSTRALIANRANKING,MEMBERSHIPS,CRICOSPROVIDERCODE,TWITTERID,FACEBOOK,LINKEDIN,PINTEREST,YOUTUBE,INSTAGRAM,ISACTIVE,RECOGNISEDAREAOFSTUDY,HASONCAMPUSACCOMMODATION,SCHOOLHASESL,URLWITHDRAWALPOLICY,URLIMPORTANTDATES,URLINTERNATIONALSTUDENTSUPPORT,URLFEESCHEDULE,URLSCHOLARSHIPINFO,URLPROVIDERHOME,RESEARCHDEGREEINFO,RESEARCHDEGREESCHIP,RESEARCHDEGREESCHOLARSHIP,EDUCATIONGROUP,ISAFFILIATED,URLSCHOOLGUARDIANSHIP,SCHOOLGENDER,SCHOOLIBOFFERED,SCHOOLACCOMMODATIONMODES,SCHOOLYEARSOFFERED,URLPROSPECTUS,KEYWORDS,ProviderCRMID
SN_P_0037,Central Queensland University,Central Queensland University,Australia,Active,Public,Education,Independent,"CQUniversity is one of Australia’s largest regional universities, with a presence in every mainland state and a strong reputation for excellence in education, real-world graduate outcomes, and industry collaboration."," athletics, baseball, rugby ovals, a multi-purpose stadium, tennis courts, and a gymnasium, plus campus venues",YES,YES,YES,,,https://www.cqu.edu.au/,https://www.cqu.edu.au/study/international/fees-scholarships,https://www.cqu.edu.au/study/prepare/accommodation,,,,University,495,NA,NA,00219C,,,,,,,,"Allied Health, Business and Accounting, Creative, Performing, and Visual Arts, Digital Media, Communication, and Arts, Education, Teaching, and Childcare, Engineering, Built Environment, and Aviation, Information Systems and Technology, Law, Criminology, and Justice, and Nursing, Paramedicine, and Health",YES,,https://www.cqu.edu.au/glossary/111235/withdrawal-without-penalty,https://www.cqu.edu.au/study/international/enquire-apply-accept/key-dates,https://www.cqu.edu.au/study/international/studying-in-australia/life-australia/student-support-services,https://www.cqu.edu.au/study/international/fees,https://www.cqu.edu.au/study/international/international-scholarships,https://www.cqu.edu.au/,https://www.cqu.edu.au/research/research-higher-degrees,NA,,,YES,,,,,,https://www.cqu.edu.au/study/future-students/study-guides,CQU,
SN_P_0038,University of New England,University of New England,Australia,Active,Public,Education,Independent,"The University of New England is a public university in the New England region of the state of New South Wales, Australia. Founded in 1938, it was the first Australian university to be established outside of a state capital","Centre for Animal Research and Teaching (CART), Arrawarra Coastal Field Station, Blood Gas Analyzer, Calorimeter Bomb, Thin Section Facility, Decision Support Software - eDDServe, Digital Camera and Microscope Facilities, Engineering Facilities, Fluid Inclusion Facility, GIS Computer Facility",YES,YES,YES,,,https://www.une.edu.au/,https://www.une.edu.au/international/fees-and-scholarships/scholarships-and-other-financial-support,https://www.une.edu.au/campus-life/une-accommodation,,,,University,1001-1200,NA,NA,00003G,,,,,,,,"Animal genetics, rural sciences, mathematics, agribusiness, law, social sciences, and health",YES,,https://study.une.edu.au/app/answers/detail/a_id/1079/~/withdrawal-without-academic-penalty#loaded,https://www.une.edu.au/international/apply/important-dates,https://www.une.edu.au/research/graduate-research-school/future-students/support-for-international-students,https://www.une.edu.au/study/fees-and-costs,https://www.une.edu.au/international/fees-and-scholarships/scholarships-and-other-financial-support,https://www.une.edu.au/,https://www.une.edu.au/study/research-degrees,https://www.une.edu.au/research/graduate-research-school/scholarships,,,YES,,,,,,https://www.une.edu.au/international/media2/documents/brochures/UNE-Overview-Web-English.pdf,UNE,
SN_P_0039,Notredam University,Notredam University,Australia,Active,Public,Education,Independent,"The University of Notre Dame Australia is a national Catholic university with campuses in Fremantle, Broome and Sydney, serving more than 12,000 students. The University's School of Medicine has eight clinical schools in Sydney, Melbourne, and rural New South Wales and Victoria.","Student hub, Oran Park Study Centre, Majarlin Kimberley Centre for Remote Health, Nulungu Research Institute, Chapels and churches",YES,YES,YES,,,https://www.notredame.edu.au/,https://www.notredame.edu.au/study/fees-costs-and-scholarships/scholarships/scholarship-list,https://www.notredame.edu.au/students/student-life/accommodation,,,,University ,1201-1400,NA,NA,01032F,,,,,,,,"Arts and Sciences, Business, Education, Health Sciences, Law, Medicine, Nursing & Midwifery, and Philosophy & Theology",YES,,https://www.notredame.edu.au/forms/student-admin/withdrawal-from-the-university,https://www.notredame.edu.au/students/your-enrolment/calendars-and-timetables,https://www.notredame.edu.au/students/support/international-student-support,https://www.notredame.edu.au/study/fees-costs-and-scholarships,https://www.notredame.edu.au/study/fees-costs-and-scholarships/scholarships/scholarship-list,https://www.notredame.edu.au/,https://www.notredame.edu.au/study/our-programs/graduate-research,https://www.notredame.edu.au/study/fees-costs-and-scholarships/scholarships/research-scholarships,,,YES,,,,,,https://www.notredame.edu.au/study/our-programs/guides,NU,
SN_P_0040,Charles Darwin University,Charles Darwin University ,Australia,Active,Public,Education,Independent,"CDU is a top-ranking Australian university with above-average graduate starting salaries and employment
outcomes. Our local employer connections, integrated work placements and on-the-job-training opportunities
provide students with an outstanding return on their study investment.
Our small class sizes, active student groups and personalised academic and career support create a strong sense of
community, giving students the study skills and social connections to succeed and feel at home, sooner.
Whether you choose to study in Darwin, Alice Springs or Sydney, CDU’s centrally located campuses offer an
unforgettable and uniquely Australian experience.","Campuses across Darwin, Alice Spring, and Sydney. On Campus accommodations. ",NO,YES,YES,NO,NO,https://www.cdu.edu.au/,https://www.cdu.edu.au/international/how-apply/scholarships,https://www.cdu.edu.au/accommodation-services,"FREE intercampus bus, Student Counselling, Study Buddy Program.",FREE Airport pick up,Yes,University ,584 QS Ranking,31,NA,00300K,,https://www.facebook.com/CharlesDarwinUniversity/,https://www.linkedin.com/school/charles-darwin-university/?originalSubdomain=au,,https://www.youtube.com/channel/UCKCcLzf49llRjQbNq3llFCg,https://www.instagram.com/charlesdarwinuniversity/?hl=en,,"Accounting and Business
Architectural design
Arts
Business
Education
Humanitarian and Disaster Resilience
Humanities and Social Sciences
Indigenous Futures
LawClinical Science
Exercise and Sports Science
Health Sciences
Medical Laboratory Science
Midwifery
Nursing
Pharmacy
Psychology
Social Work Engineering
Environment
Information Technology
CDU TAFE courses",YES,YES,https://ask.cdu.edu.au/app/answers/detail/a_id/359/~/how-do-i-cancel-or-discontinue-my-course%3F,https://www.cdu.edu.au/current-students/student-admin/important-dates,https://www.cdu.edu.au/international/international-student-information/support-international-students,https://www.cdu.edu.au/international/how-apply/international-fees-payments,https://www.cdu.edu.au/international/how-apply/scholarships,https://www.cdu.edu.au/,https://www.cdu.edu.au/research-and-innovation,https://www.cdu.edu.au/research-and-innovation/higher-degree-research/scholarships,https://www.cdu.edu.au/research-and-innovation/higher-degree-research/scholarships,,YES,,,,https://www.cdu.edu.au/accommodation-services,,https://www.cdu.edu.au/study,"University, Young University, CDU, Darwin, NT, Postgraduate, Undergraduate, Research, CDU TAFE",
SN_P_0041,Australian Catholic University,Australian Catholic University,Australia,Active,Public,Education,Independent,"Graduate with a qualification employers want from a university ranked 1st in Australia for research quality and in the top 10 Catholic universities in the world. Why choose us? Because it’s about you. In a world of mass production, ACU stands for meaningful education, rewarding research, and life-changing community engagement. 

Our mission and values form the core of who we are as a Catholic organisation. Discover our history, structure, and our journey to be a leader in research and teaching – a goal we’re already achieving as one of the top 10 Catholic universities in the world.","Multiple city campuses, accommodation, easy access to Public Transport, student hub, Library, student services. Campus facilities :
Food, drink and recreation
Learning and teaching
Low sensory retreats
Sports, health and wellbeing",NO,YES,YES,NO,NO,https://www.acu.edu.au/,https://www.acu.edu.au/study-at-acu/fees-and-scholarships/international-student-scholarships,https://www.acu.edu.au/student-life/student-accommodation,,https://www.acu.edu.au/international-students/arriving-and-living-in-australia/airport-pick-up,Yes,University,851-900 QS Ranking,27th and 35th in Australia,,00004G,,https://www.facebook.com/Australian.Catholic.University/,https://www.linkedin.com/school/australian-catholic-university/,,https://www.youtube.com/user/viewACU,https://www.instagram.com/acuimages/?hl=en,,"Allied health
Business
Creative arts
Global studies and international development
Humanities and social sciences
Information technology
Law and criminology
Nursing, midwifery and paramedicine
Nutrition and biomedical science
Philosophy
Professional education
Psychology
Public health and administration
Sport and exercise science
Teaching
Theology
Youth work and community development",YES ,YES,https://www.acu.edu.au/study-at-acu/responding-to-your-offer/deferring-or-withdrawing,https://www.acu.edu.au/study-at-acu/important-dates,https://www.acu.edu.au/international-students/contact-international-student-support,https://www.acu.edu.au/study-at-acu/fees-and-scholarships/international-student-fees,https://www.acu.edu.au/study-at-acu/fees-and-scholarships/international-student-scholarships,https://www.acu.edu.au/,,,,,,,,,,,,,
SN_P_0042,University of Sunshine Coast,University of Sunshine Coast,Australia,Active,Public,Education,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0043,Alphacrucis University College,Alphacrucis University College,Australia,Active,Public,Education,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0044,King's Own Institute,King's Own Institute,Australia,Active,Private,Education,Independent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0045,IKON,IKON,Australia,Active,Private,Education,Education Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0046,Canterbury Institute of Management,Canterbury Institute of Management,Australia,Active,Private,Education,Education Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0047,Stott's College,Stott's College,Australia,Active,Private,Education,Education Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0048,University of New South Wales,University of New South Wales,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0049,University of Melbourne,University of Melbourne,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0050,Australian National University,Australian National University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0051,University of Sydney,University of Sydney,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0052,Monash University,Monash University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0053,University of Technology Sydney,University of Technology Sydney,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0054,Royal Melbourne Institute of Technology,Royal Melbourne Institute of Technology,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0055,Curtin University of Technology,Curtin University of Technology,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN_P_0097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
